customer_id,first_name,last_name,email,phone,signup_date,city,region,customer_type
CUST-0484,Karen,Jackson,karen.jackson9@hotmail.com,07192-430-3089,2022-05-18,Cambridge,England,wholesale
CUST-0485,Ethan,Nelson,ethan.nelson54@hotmail.com,076466049724,2021-04-26,Nottingham,England,regular
CUST-0486,Anthony,Williams,anthony.williams8@gmail.com,+44 7457 469 3283,2020-08-28,Bristol,England,premium
CUST-0487,Patricia,Collins,patricia.collins62@gmail.com,071302506984,2022-08-20,Bristol,England,wholesale
CUST-0488,Shirley,Hill,shirley.hill37@gmail.com,+44-7505-952-7940,2024-08-25,Cardiff,Wales,wholesale
CUST-0489,Elijah,Flores,elijah.flores67@gmail.com,+44-7942-863-2264,2023-08-29,Southampton,England,premium
CUST-0490,Lisa,Miller,lisa.miller14@gmail.com,07266-654-2744,2021-02-17,Manchester,England,regular
CUST-0491,Paul,Hernandez,paul.hernandez6@hotmail.com,+44-7612-299-6152,2020-09-22,Leeds,England,premium
CUST-0492,Ethan,Gonzalez,ethangonzalezATgmail.com,+44 7915 491 8814,2021-04-19,Edinburgh,Scotland,wholesale
CUST-0493,Christopher,Lee,christopher.lee84@icloud.com,+44 7635 887 6593,2024-05-04,Southampton,England,regular
CUST-0494,Anthony,Martinez,anthony.martinez2@gmail.com,076609882428,2023-03-26,Nottingham,England,premium
CUST-0495,Barbara,Martinez,barbara.martinez33@hotmail.com,+44-7472-979-5696,2023-06-23,Bristol,England,premium
CUST-0496,George,Green,george.green88@outlook.com,07816-940-1130,2023-03-13,Southampton,England,regular
CUST-0497,Mark,Roberts,mark.roberts83@hotmail.com,+44-7886-543-4268,2021-10-11,Sheffield,England,wholesale
CUST-0498,Alexander,Ramirez,alexander.ramirez70@gmail.com,+44-7163-927-6922,2021-03-13,Manchester,England,regular
CUST-0499,Robert,Collins,robert.collins36@gmail.com,079948298396,2020-07-08,Brighton,England,premium
CUST-0500,Joshua,Perez,joshua.perez89@icloud.com,07942-110-4253,2024-08-13,Sheffield,England,regular
CUST-0003,Robert,Williams,r.williams@gmail.com,07456789012,2021-05-15,London,England,premium
